lock_id,portfolio_group,model_id,route_id,domain_id,horizon,p5_candidate_role,enter_p5_test_once_main,evidence_source_stage,source_summary_manifest,source_validation_metrics_csv,source_formal_run_id,source_seed,validation_metric_scope,validation_wape,selected_config_or_variant,selected_feature_policy,adaptation_kind,uses_lightgbm_equivalent_features,full_train_or_refit_required_for_p5,p5_train_sample_policy,p5_test_subset_manifest,p5_test_split,test_access_allowed_now,test_once_required_after_lock,uses_cuda,uses_lightgbm,lightgbm_n_jobs_single_run,lightgbm_global_concurrent_n_jobs_budget,python_env,p5_epochs,p5_batch_size,p5_eval_batch_size,parameter_count_total,parameter_count_trainable,source_test_predictions_generated,p5_command_template,boundary,p5_lora_rank,p5_lora_alpha,p5_lora_dropout,p5_learning_rate,p5_run_id,p5_adapter_bottleneck,p5_adapter_dropout,p5_weight_decay,p5_gradient_clip,chronos2_train4096_validation_policy,chronos2_train4096_reference_mean_wape,chronos2_train4096_reference_best_wape,chronos2_train4096_reference_seed,chronos2_train4096_application_decision,chronos2_train4096_application_source
p3_4by_chronos2_hidden_adapter_arena_pv_24h,tsfm,chronos2,chronos2_covariate_aware_hidden_adapter_p3_4bs,arena_pv,24h,primary_h1_tsfm_adapter,True,p3_4bx_full_validation_confirmation,config/routes/chronos2_covariate_aware_hidden_adapter_p3_4bs_arena_pv_24h.json,data/energy_tsfm_tuning/p3_4bx_tsfm_full_validation_confirmation_v0_codex_20260517/p3_4bx_chronos2_full_validation_metric_summary.csv,p3_4bv_chronos2_hidden_adapter_arena_pv_24h_full_scalar_stride4full_codex_20260517_chronos_b64_e5_fastcache1,,full_day,0.6606932545854446,selected_hidden_adapter,full_scalar,frozen_backbone_hidden_adapter,True,True,full_train_hidden_adapter_before_test_once,data/energy_tsfm_formal_windows/p3_target_pure_v0_codex_20260514/subset_manifest.json,test,False,True,True,False,,,python,5.0,64.0,64.0,,,False,python scripts/run_p5_main_test_once.py --model chronos2 --route chronos2_covariate_aware_hidden_adapter_p3_4bs --domain arena_pv --horizon 24h --condition-feature-mode full_scalar --subset-manifest data/energy_tsfm_formal_windows/p3_target_pure_v0_codex_20260514/subset_manifest.json --split test --full-train-refit --epochs 5 --batch-size 64 --eval-batch-size 64 --adapter-bottleneck 16 --adapter-dropout 0.05 --learning-rate 0.0001 --weight-decay 0.0001 --gradient-clip 1.0 --device cuda --run-id p5_chronos2_hidden_adapter_arena_pv_24h_codex_locked,Chronos-2 P5-pre hidden-adapter lock; final claim awaits test-once.,,,,0.0001,p5_chronos2_hidden_adapter_arena_pv_24h_codex_locked,16.0,0.05,0.0001,1.0,not_covered_by_six_cell_train4096_screen; P5_formal_must_remain_full_train_refit,,,,unchanged_not_in_train4096_screen,results/energy_tsfm_tuning/p5post_chronos2_adapter_train_budget_seed_v0_codex_20260519
p3_4ci_chronos2_hidden_adapter_arena_pv_4h,tsfm,chronos2,chronos2_covariate_aware_hidden_adapter_p3_4bs,arena_pv,4h,primary_h1_tsfm_hidden_adapter_topup_promoted,True,p3_4ch_chronos2_hidden_adapter_topup,config/routes/chronos2_covariate_aware_hidden_adapter_p3_4bs_arena_pv_4h.json,data/energy_tsfm_tuning/p3_4ch_chronos2_hidden_adapter_topup_v0_codex_20260517/p3_4ch_chronos2_hidden_adapter_topup_summary.csv,p3_4ch_chronos2_arena_pv_4h_energy_base_full_codex_20260517_b32_e8_lr5e5_b64,,full_day,0.3308832029154682,b32_e8_lr5e-5,energy_base,frozen_backbone_hidden_adapter,False,True,full_train_hidden_adapter_before_test_once,data/energy_tsfm_formal_windows/p3_target_pure_v0_codex_20260514/subset_manifest.json,test,False,True,True,False,,,python,8.0,64.0,64.0,119586752.0,109088.0,False,python scripts/run_p5_main_test_once.py --model chronos2 --route chronos2_covariate_aware_hidden_adapter_p3_4bs --domain arena_pv --horizon 4h --condition-feature-mode energy_base --subset-manifest data/energy_tsfm_formal_windows/p3_target_pure_v0_codex_20260514/subset_manifest.json --split test --full-train-refit --epochs 8 --batch-size 64 --eval-batch-size 64 --adapter-bottleneck 32 --adapter-dropout 0.05 --learning-rate 5e-05 --weight-decay 0.0001 --gradient-clip 1.0 --device cuda --run-id p5_chronos2_hidden_adapter_arena_pv_4h_codex_locked,Chronos-2 hidden-adapter top-up promoted by validation only; final claim awaits explicit P5 test-once.,,,,5e-05,p5_chronos2_hidden_adapter_arena_pv_4h_codex_locked,32.0,0.05,0.0001,1.0,train4096_multi_seed_validation_supports_large-budget_adapter; P5_formal_must_remain_full_train_refit,0.3810853312241464,0.3795874718285574,20260520,keep_current_lock_stronger_than_controlled_train4096,results/energy_tsfm_tuning/p5post_chronos2_adapter_train_budget_seed_v0_codex_20260519
p3_4ds_chronos2_future_patch_microgrid_load_24h,tsfm,chronos2,chronos2_covariate_aware_hidden_adapter_p3_4bs,microgrid_load,24h,primary_h1_tsfm_hidden_adapter_future_patch_promoted,True,p3_4dr_chronos2_microgrid_future_patch,config/routes/chronos2_covariate_aware_hidden_adapter_p3_4bs_microgrid_load_24h.json,,p3_4dr_chronos2_microgrid_load_24h_full_scalar_ext_posbias_fpatch_codex_20260518_b256_e30_lr2p56e3_b64,20260518.0,full_day,0.0997903260880094,b256_e30_lr2.56e-3_posbias_future_patch,full_scalar,frozen_backbone_hidden_adapter_position_bias_future_patch_condition,True,True,full_train_hidden_adapter_before_test_once,data/energy_tsfm_formal_windows/p3_target_pure_v0_codex_20260514/subset_manifest.json,test,False,True,True,False,,,python,30.0,64.0,64.0,120801970.0,1324306.0,False,python scripts/run_p5_main_test_once.py --model chronos2 --route chronos2_covariate_aware_hidden_adapter_p3_4bs --domain microgrid_load --horizon 24h --condition-feature-mode full_scalar --subset-manifest data/energy_tsfm_formal_windows/p3_target_pure_v0_codex_20260514/subset_manifest.json --split test --full-train-refit --epochs 30 --batch-size 64 --eval-batch-size 64 --adapter-bottleneck 256 --adapter-dropout 0.0 --adapter-position-bias --adapter-future-patch-condition --adapter-loss chronos_internal --learning-rate 0.00256 --weight-decay 0.0001 --gradient-clip 1.0 --preprocess-workers 36 --array-preprocess --zero-init-adapter --condition-standardization train_zscore --extended-calendar-condition --device cuda --run-id p5_chronos2_hidden_adapter_future_patch_microgrid_load_24h_codex_locked,Chronos-2 future-patch hidden-adapter top-up promoted by validation only; final claim awaits explicit P5 test-once.,,,,0.00256,p5_chronos2_hidden_adapter_future_patch_microgrid_load_24h_codex_locked,256.0,0.0,0.0001,1.0,train4096_multi_seed_validation_supports_large-budget_adapter; P5_formal_must_remain_full_train_refit,0.1025187902265691,0.1022495629433824,20260521,keep_current_lock_stronger_than_controlled_train4096,results/energy_tsfm_tuning/p5post_chronos2_adapter_train_budget_seed_v0_codex_20260519
p3_4ci_chronos2_hidden_adapter_microgrid_load_4h,tsfm,chronos2,chronos2_covariate_aware_hidden_adapter_p3_4bs,microgrid_load,4h,primary_h1_tsfm_hidden_adapter_topup_promoted,True,p3_4ch_chronos2_hidden_adapter_topup,config/routes/chronos2_covariate_aware_hidden_adapter_p3_4bs_microgrid_load_4h.json,data/energy_tsfm_tuning/p3_4ch_chronos2_hidden_adapter_topup_v0_codex_20260517/p3_4ch_chronos2_hidden_adapter_topup_summary.csv,p3_4ch_chronos2_microgrid_load_4h_energy_base_full_codex_20260517_b32_e8_lr5e5_b64,,full_day,0.0865933789031241,b32_e8_lr5e-5,energy_base,frozen_backbone_hidden_adapter,False,True,full_train_hidden_adapter_before_test_once,data/energy_tsfm_formal_windows/p3_target_pure_v0_codex_20260514/subset_manifest.json,test,False,True,True,False,,,python,8.0,64.0,64.0,119586752.0,109088.0,False,python scripts/run_p5_main_test_once.py --model chronos2 --route chronos2_covariate_aware_hidden_adapter_p3_4bs --domain microgrid_load --horizon 4h --condition-feature-mode energy_base --subset-manifest data/energy_tsfm_formal_windows/p3_target_pure_v0_codex_20260514/subset_manifest.json --split test --full-train-refit --epochs 8 --batch-size 64 --eval-batch-size 64 --adapter-bottleneck 32 --adapter-dropout 0.05 --learning-rate 5e-05 --weight-decay 0.0001 --gradient-clip 1.0 --device cuda --run-id p5_chronos2_hidden_adapter_microgrid_load_4h_codex_locked,Chronos-2 hidden-adapter top-up promoted by validation only; final claim awaits explicit P5 test-once.,,,,5e-05,p5_chronos2_hidden_adapter_microgrid_load_4h_codex_locked,32.0,0.05,0.0001,1.0,train4096_multi_seed_validation_supports_large-budget_adapter; P5_formal_must_remain_full_train_refit,0.0949437118202547,0.0944313379826759,20260520,keep_current_lock_stronger_than_controlled_train4096,results/energy_tsfm_tuning/p5post_chronos2_adapter_train_budget_seed_v0_codex_20260519
p3_4by_chronos2_hidden_adapter_provincial_load_24h,tsfm,chronos2,chronos2_covariate_aware_hidden_adapter_p3_4bs,provincial_load,24h,primary_h1_tsfm_adapter,True,p3_4bx_full_validation_confirmation,config/routes/chronos2_covariate_aware_hidden_adapter_p3_4bs_provincial_load_24h.json,data/energy_tsfm_tuning/p3_4bx_tsfm_full_validation_confirmation_v0_codex_20260517/p3_4bx_chronos2_full_validation_metric_summary.csv,p3_4bv_chronos2_hidden_adapter_provincial_load_24h_full_scalar_stride4full_codex_20260517_chronos_b64_e5_fastcache1,,full_day,0.0343867358952074,selected_hidden_adapter,full_scalar,frozen_backbone_hidden_adapter,True,True,full_train_hidden_adapter_before_test_once,data/energy_tsfm_formal_windows/p3_target_pure_v0_codex_20260514/subset_manifest.json,test,False,True,True,False,,,python,5.0,64.0,64.0,,,False,python scripts/run_p5_main_test_once.py --model chronos2 --route chronos2_covariate_aware_hidden_adapter_p3_4bs --domain provincial_load --horizon 24h --condition-feature-mode full_scalar --subset-manifest data/energy_tsfm_formal_windows/p3_target_pure_v0_codex_20260514/subset_manifest.json --split test --full-train-refit --epochs 5 --batch-size 64 --eval-batch-size 64 --adapter-bottleneck 16 --adapter-dropout 0.05 --learning-rate 0.0001 --weight-decay 0.0001 --gradient-clip 1.0 --device cuda --run-id p5_chronos2_hidden_adapter_provincial_load_24h_codex_locked,Chronos-2 P5-pre hidden-adapter lock; final claim awaits test-once.,,,,0.0001,p5_chronos2_hidden_adapter_provincial_load_24h_codex_locked,16.0,0.05,0.0001,1.0,not_covered_by_six_cell_train4096_screen; P5_formal_must_remain_full_train_refit,,,,unchanged_not_in_train4096_screen,results/energy_tsfm_tuning/p5post_chronos2_adapter_train_budget_seed_v0_codex_20260519
p3_4by_chronos2_hidden_adapter_provincial_load_4h,tsfm,chronos2,chronos2_covariate_aware_hidden_adapter_p3_4bs,provincial_load,4h,primary_h1_tsfm_adapter,True,p3_4bx_full_validation_confirmation,config/routes/chronos2_covariate_aware_hidden_adapter_p3_4bs_provincial_load_4h.json,data/energy_tsfm_tuning/p3_4bx_tsfm_full_validation_confirmation_v0_codex_20260517/p3_4bx_chronos2_full_validation_metric_summary.csv,p3_4bv_chronos2_hidden_adapter_provincial_load_4h_full_scalar_stride4full_codex_20260517_chronos_b64_e5_fastcache1,,full_day,0.0218330483529379,selected_hidden_adapter,full_scalar,frozen_backbone_hidden_adapter,True,True,full_train_hidden_adapter_before_test_once,data/energy_tsfm_formal_windows/p3_target_pure_v0_codex_20260514/subset_manifest.json,test,False,True,True,False,,,python,5.0,64.0,64.0,,,False,python scripts/run_p5_main_test_once.py --model chronos2 --route chronos2_covariate_aware_hidden_adapter_p3_4bs --domain provincial_load --horizon 4h --condition-feature-mode full_scalar --subset-manifest data/energy_tsfm_formal_windows/p3_target_pure_v0_codex_20260514/subset_manifest.json --split test --full-train-refit --epochs 5 --batch-size 64 --eval-batch-size 64 --adapter-bottleneck 16 --adapter-dropout 0.05 --learning-rate 0.0001 --weight-decay 0.0001 --gradient-clip 1.0 --device cuda --run-id p5_chronos2_hidden_adapter_provincial_load_4h_codex_locked,Chronos-2 P5-pre hidden-adapter lock; final claim awaits test-once.,,,,0.0001,p5_chronos2_hidden_adapter_provincial_load_4h_codex_locked,16.0,0.05,0.0001,1.0,train4096_multi_seed_validation_supports_large-budget_adapter; P5_formal_must_remain_full_train_refit,0.033470933797298,0.0333261602437421,20260520,keep_current_lock_stronger_than_controlled_train4096,results/energy_tsfm_tuning/p5post_chronos2_adapter_train_budget_seed_v0_codex_20260519
p3_4cf_timesfm2p5_lora_aidc_power_optional_24h,tsfm,timesfm2p5,timesfm2p5_transformers_lora_target_only_p3_4bt,aidc_power_optional,24h,secondary_h1_tsfm_finetune_topup_promoted,True,p3_4cc_4ce_lora_full_validation_topup,config/routes/timesfm2p5_transformers_lora_target_only_p3_4bt_aidc_power_optional_24h.json,data/energy_tsfm_tuning/p3_4ce_timesfm2p5_lora_aidc24_microgrid_v0_codex_20260517/p3_4ce_timesfm2p5_lora_aidc24_microgrid_summary.csv,p3_4cd_timesfm2p5_lora_aidc_power_optional_24h_target_only_full_codex_20260517_r8a16_e4_lr5e5,,full_day,0.1355550703307146,p3_4cd_r8a16_e4_lr5e-5,target_only,peft_lora_target_only_custom_prefix_loss,False,True,full_train_lora_before_test_once,data/energy_tsfm_formal_windows/p3_target_pure_v0_codex_20260514/subset_manifest.json,test,False,True,True,False,,,python,4.0,256.0,256.0,232927680.0,1638400.0,False,python scripts/run_p5_main_test_once.py --model timesfm2p5 --route timesfm2p5_transformers_lora_target_only_p3_4bt --domain aidc_power_optional --horizon 24h --subset-manifest data/energy_tsfm_formal_windows/p3_target_pure_v0_codex_20260514/subset_manifest.json --split test --full-train-refit --epochs 4 --batch-size 256 --eval-batch-size 256 --lora-rank 8 --lora-alpha 16 --lora-dropout 0.05 --learning-rate 5e-05 --device cuda --run-id p5_timesfm2p5_lora_aidc_power_optional_24h_codex_locked,"TimesFM 2.5 200M target-only LoRA top-up route; validation-only lock delta, not XReg/covariate adaptation and not 500M evidence.",8.0,16.0,0.05,5e-05,p5_timesfm2p5_lora_aidc_power_optional_24h_codex_locked,,,,,,,,,,
p3_4cf_timesfm2p5_lora_aidc_power_optional_4h,tsfm,timesfm2p5,timesfm2p5_transformers_lora_target_only_p3_4bt,aidc_power_optional,4h,secondary_h1_tsfm_finetune_topup_promoted,True,p3_4cc_4ce_lora_full_validation_topup,config/routes/timesfm2p5_transformers_lora_target_only_p3_4bt_aidc_power_optional_4h.json,data/energy_tsfm_tuning/p3_4cc_timesfm2p5_lora_full_validation_topup_v0_codex_20260517/p3_4cc_timesfm2p5_lora_all10_full_validation_summary.csv,p3_4cc_timesfm2p5_lora_aidc_power_optional_4h_target_only_full_codex_20260517_lora_b256_eval256_e2,,full_day,0.0825019575017592,p3_4cc_r4a8_e2_lr1e-4,target_only,peft_lora_target_only_custom_prefix_loss,False,True,full_train_lora_before_test_once,data/energy_tsfm_formal_windows/p3_target_pure_v0_codex_20260514/subset_manifest.json,test,False,True,True,False,,,python,2.0,256.0,256.0,232108480.0,819200.0,False,python scripts/run_p5_main_test_once.py --model timesfm2p5 --route timesfm2p5_transformers_lora_target_only_p3_4bt --domain aidc_power_optional --horizon 4h --subset-manifest data/energy_tsfm_formal_windows/p3_target_pure_v0_codex_20260514/subset_manifest.json --split test --full-train-refit --epochs 2 --batch-size 256 --eval-batch-size 256 --lora-rank 4 --lora-alpha 8 --lora-dropout 0.05 --learning-rate 0.0001 --device cuda --run-id p5_timesfm2p5_lora_aidc_power_optional_4h_codex_locked,"TimesFM 2.5 200M target-only LoRA top-up route; validation-only lock delta, not XReg/covariate adaptation and not 500M evidence.",4.0,8.0,0.05,0.0001,p5_timesfm2p5_lora_aidc_power_optional_4h_codex_locked,,,,,,,,,,
p3_4by_timesfm2p5_lora_arena_pv_24h,tsfm,timesfm2p5,timesfm2p5_transformers_lora_target_only_p3_4bt,arena_pv,24h,secondary_h1_tsfm_finetune,True,p3_4bx_full_validation_confirmation,config/routes/timesfm2p5_transformers_lora_target_only_p3_4bt_arena_pv_24h.json,data/energy_tsfm_tuning/p3_4bx_tsfm_full_validation_confirmation_v0_codex_20260517/p3_4bx_lora_full_validation_metric_summary.csv,p3_4bv_timesfm2p5_lora_arena_pv_24h_target_only_stride4full_codex_20260517_lora_b256_eval256_e2,,full_day,0.4805619821611786,target_only_lora_rank4_alpha8,target_only,peft_lora_target_only_custom_prefix_loss,False,True,full_train_lora_before_test_once,data/energy_tsfm_formal_windows/p3_target_pure_v0_codex_20260514/subset_manifest.json,test,False,True,True,False,,,python,2.0,256.0,256.0,232108480.0,819200.0,False,python scripts/run_p5_main_test_once.py --model timesfm2p5 --route timesfm2p5_transformers_lora_target_only_p3_4bt --domain arena_pv --horizon 24h --subset-manifest data/energy_tsfm_formal_windows/p3_target_pure_v0_codex_20260514/subset_manifest.json --split test --full-train-refit --epochs 2 --batch-size 256 --eval-batch-size 256 --lora-rank 4 --lora-alpha 8 --lora-dropout 0.05 --learning-rate 0.0001 --device cuda --run-id p5_timesfm2p5_lora_arena_pv_24h_codex_locked,TimesFM 2.5 200M target-only LoRA secondary route; not XReg/covariate adaptation and not 500M evidence.,4.0,8.0,0.05,0.0001,p5_timesfm2p5_lora_arena_pv_24h_codex_locked,,,,,,,,,,
p3_4by_timesfm2p5_lora_arena_pv_4h,tsfm,timesfm2p5,timesfm2p5_transformers_lora_target_only_p3_4bt,arena_pv,4h,secondary_h1_tsfm_finetune,True,p3_4bx_full_validation_confirmation,config/routes/timesfm2p5_transformers_lora_target_only_p3_4bt_arena_pv_4h.json,data/energy_tsfm_tuning/p3_4bx_tsfm_full_validation_confirmation_v0_codex_20260517/p3_4bx_lora_full_validation_metric_summary.csv,p3_4bv_timesfm2p5_lora_arena_pv_4h_target_only_stride4full_codex_20260517_lora_b256_eval256_e2,,full_day,0.3467481295758127,target_only_lora_rank4_alpha8,target_only,peft_lora_target_only_custom_prefix_loss,False,True,full_train_lora_before_test_once,data/energy_tsfm_formal_windows/p3_target_pure_v0_codex_20260514/subset_manifest.json,test,False,True,True,False,,,python,2.0,256.0,256.0,232108480.0,819200.0,False,python scripts/run_p5_main_test_once.py --model timesfm2p5 --route timesfm2p5_transformers_lora_target_only_p3_4bt --domain arena_pv --horizon 4h --subset-manifest data/energy_tsfm_formal_windows/p3_target_pure_v0_codex_20260514/subset_manifest.json --split test --full-train-refit --epochs 2 --batch-size 256 --eval-batch-size 256 --lora-rank 4 --lora-alpha 8 --lora-dropout 0.05 --learning-rate 0.0001 --device cuda --run-id p5_timesfm2p5_lora_arena_pv_4h_codex_locked,TimesFM 2.5 200M target-only LoRA secondary route; not XReg/covariate adaptation and not 500M evidence.,4.0,8.0,0.05,0.0001,p5_timesfm2p5_lora_arena_pv_4h_codex_locked,,,,,,,,,,
