lock_id,portfolio_group,model_id,route_id,domain_id,horizon,p5_candidate_role,enter_p5_test_once_main,evidence_source_stage,source_summary_manifest,source_validation_metrics_csv,source_formal_run_id,source_seed,validation_metric_scope,validation_wape,selected_config_or_variant,selected_feature_policy,adaptation_kind,uses_lightgbm_equivalent_features,full_train_or_refit_required_for_p5,p5_train_sample_policy,p5_test_subset_manifest,p5_test_split,test_access_allowed_now,test_once_required_after_lock,uses_cuda,uses_lightgbm,lightgbm_n_jobs_single_run,lightgbm_global_concurrent_n_jobs_budget,python_env,p5_epochs,p5_batch_size,p5_eval_batch_size,parameter_count_total,parameter_count_trainable,source_test_predictions_generated,p5_command_template,boundary,p5_lora_rank,p5_lora_alpha,p5_lora_dropout,p5_learning_rate,p5_run_id,p5_adapter_bottleneck,p5_adapter_dropout,p5_weight_decay,p5_gradient_clip,chronos2_train4096_validation_policy,chronos2_train4096_reference_mean_wape,chronos2_train4096_reference_best_wape,chronos2_train4096_reference_seed,chronos2_train4096_application_decision,chronos2_train4096_application_source
p3_4by_lightgbm_aidc_power_optional_24h,non_tsfm,lightgbm,lightgbm,aidc_power_optional,24h,strong_baseline,True,p3_4j_validation_shortlist,config/routes/lightgbm_aidc_power_optional_24h.json,,p3_4_formal_tuned_validation_lightgbm_aidc_power_optional_24h_trials1_seed20260602,20260602.0,full_day,0.1730522191238639,p3_4j_locked,model_native,supervised_full_train_refit,True,True,full_train_refit_before_test_once,data/energy_tsfm_formal_windows/p3_target_pure_v0_codex_20260514/subset_manifest.json,test,False,True,False,True,36.0,36.0,python,,,,,,False,python scripts/run_p5_main_test_once.py --model lightgbm --domain aidc_power_optional --horizon 24h --config-source config/routes/lightgbm_aidc_power_optional_24h.json --subset-manifest data/energy_tsfm_formal_windows/p3_target_pure_v0_codex_20260514/subset_manifest.json --split test --full-train-refit --run-id p5_lightgbm_aidc_power_optional_24h_codex_locked --lightgbm-n-jobs 36,P5-pre executable lock only; no test access and no P5 metric claim.,,,,,,,,,,,,,,,
p3_4by_lightgbm_aidc_power_optional_4h,non_tsfm,lightgbm,lightgbm,aidc_power_optional,4h,strong_baseline,True,p3_4j_validation_shortlist,config/routes/lightgbm_aidc_power_optional_4h.json,,p3_4_formal_tuned_validation_lightgbm_aidc_power_optional_4h_trials1_seed20260601,20260601.0,full_day,0.1033861777383352,p3_4j_locked,model_native,supervised_full_train_refit,True,True,full_train_refit_before_test_once,data/energy_tsfm_formal_windows/p3_target_pure_v0_codex_20260514/subset_manifest.json,test,False,True,False,True,36.0,36.0,python,,,,,,False,python scripts/run_p5_main_test_once.py --model lightgbm --domain aidc_power_optional --horizon 4h --config-source config/routes/lightgbm_aidc_power_optional_4h.json --subset-manifest data/energy_tsfm_formal_windows/p3_target_pure_v0_codex_20260514/subset_manifest.json --split test --full-train-refit --run-id p5_lightgbm_aidc_power_optional_4h_codex_locked --lightgbm-n-jobs 36,P5-pre executable lock only; no test access and no P5 metric claim.,,,,,,,,,,,,,,,
p3_4by_lightgbm_aluminum_load_24h,non_tsfm,lightgbm,lightgbm,aluminum_load,24h,strong_baseline,True,p3_4j_validation_shortlist,config/routes/lightgbm_aluminum_load_24h.json,,p3_4_formal_tuned_validation_lightgbm_aluminum_load_24h_trials1_seed20260604,20260604.0,full_day,0.1454457533790234,p3_4j_locked,model_native,supervised_full_train_refit,True,True,full_train_refit_before_test_once,data/energy_tsfm_formal_windows/p3_target_pure_v0_codex_20260514/subset_manifest.json,test,False,True,False,True,36.0,36.0,python,,,,,,False,python scripts/run_p5_main_test_once.py --model lightgbm --domain aluminum_load --horizon 24h --config-source config/routes/lightgbm_aluminum_load_24h.json --subset-manifest data/energy_tsfm_formal_windows/p3_target_pure_v0_codex_20260514/subset_manifest.json --split test --full-train-refit --run-id p5_lightgbm_aluminum_load_24h_codex_locked --lightgbm-n-jobs 36,P5-pre executable lock only; no test access and no P5 metric claim.,,,,,,,,,,,,,,,
p3_4by_lightgbm_aluminum_load_4h,non_tsfm,lightgbm,lightgbm,aluminum_load,4h,strong_baseline,True,p3_4j_validation_shortlist,config/routes/lightgbm_aluminum_load_4h.json,,p3_4_formal_tuned_validation_lightgbm_aluminum_load_4h_trials1_seed20260521,20260521.0,full_day,0.0187003588632243,p3_4j_locked,model_native,supervised_full_train_refit,True,True,full_train_refit_before_test_once,data/energy_tsfm_formal_windows/p3_target_pure_v0_codex_20260514/subset_manifest.json,test,False,True,False,True,36.0,36.0,python,,,,,,False,python scripts/run_p5_main_test_once.py --model lightgbm --domain aluminum_load --horizon 4h --config-source config/routes/lightgbm_aluminum_load_4h.json --subset-manifest data/energy_tsfm_formal_windows/p3_target_pure_v0_codex_20260514/subset_manifest.json --split test --full-train-refit --run-id p5_lightgbm_aluminum_load_4h_codex_locked --lightgbm-n-jobs 36,P5-pre executable lock only; no test access and no P5 metric claim.,,,,,,,,,,,,,,,
p3_4by_lightgbm_arena_pv_24h,non_tsfm,lightgbm,lightgbm,arena_pv,24h,strong_baseline,True,p3_4bc_full_validation_confirmation,config/routes/lightgbm_arena_pv_24h.json,,p3_4_formal_tuned_validation_lightgbm_arena_pv_24h_trials1_seed20260606,20260606.0,full_day,0.5312216532634085,p3_4bc_confirmed,model_native,supervised_full_train_refit,True,True,full_train_refit_before_test_once,data/energy_tsfm_formal_windows/p3_target_pure_v0_codex_20260514/subset_manifest.json,test,False,True,False,True,36.0,36.0,python,,,,,,False,python scripts/run_p5_main_test_once.py --model lightgbm --domain arena_pv --horizon 24h --config-source config/routes/lightgbm_arena_pv_24h.json --subset-manifest data/energy_tsfm_formal_windows/p3_target_pure_v0_codex_20260514/subset_manifest.json --split test --full-train-refit --run-id p5_lightgbm_arena_pv_24h_codex_locked --lightgbm-n-jobs 36,P5-pre executable lock only; no test access and no P5 metric claim.,,,,,,,,,,,,,,,
p3_4by_lightgbm_arena_pv_4h,non_tsfm,lightgbm,lightgbm,arena_pv,4h,strong_baseline,True,p3_4j_validation_shortlist,config/routes/lightgbm_arena_pv_4h.json,,p3_4_formal_tuned_validation_lightgbm_arena_pv_4h_trials1_seed20260605,20260605.0,full_day,0.3796236371976353,p3_4j_locked,model_native,supervised_full_train_refit,True,True,full_train_refit_before_test_once,data/energy_tsfm_formal_windows/p3_target_pure_v0_codex_20260514/subset_manifest.json,test,False,True,False,True,36.0,36.0,python,,,,,,False,python scripts/run_p5_main_test_once.py --model lightgbm --domain arena_pv --horizon 4h --config-source config/routes/lightgbm_arena_pv_4h.json --subset-manifest data/energy_tsfm_formal_windows/p3_target_pure_v0_codex_20260514/subset_manifest.json --split test --full-train-refit --run-id p5_lightgbm_arena_pv_4h_codex_locked --lightgbm-n-jobs 36,P5-pre executable lock only; no test access and no P5 metric claim.,,,,,,,,,,,,,,,
p3_4by_lightgbm_microgrid_load_24h,non_tsfm,lightgbm,lightgbm,microgrid_load,24h,strong_baseline,True,p3_4j_validation_shortlist,config/routes/lightgbm_microgrid_load_24h.json,,p3_4_formal_tuned_validation_lightgbm_microgrid_load_24h_trials1_seed20260608,20260608.0,full_day,0.1112290389903503,p3_4j_locked,model_native,supervised_full_train_refit,True,True,full_train_refit_before_test_once,data/energy_tsfm_formal_windows/p3_target_pure_v0_codex_20260514/subset_manifest.json,test,False,True,False,True,36.0,36.0,python,,,,,,False,python scripts/run_p5_main_test_once.py --model lightgbm --domain microgrid_load --horizon 24h --config-source config/routes/lightgbm_microgrid_load_24h.json --subset-manifest data/energy_tsfm_formal_windows/p3_target_pure_v0_codex_20260514/subset_manifest.json --split test --full-train-refit --run-id p5_lightgbm_microgrid_load_24h_codex_locked --lightgbm-n-jobs 36,P5-pre executable lock only; no test access and no P5 metric claim.,,,,,,,,,,,,,,,
p3_4by_lightgbm_microgrid_load_4h,non_tsfm,lightgbm,lightgbm,microgrid_load,4h,strong_baseline,True,p3_4bc_full_validation_confirmation,config/routes/lightgbm_microgrid_load_4h.json,,p3_4_formal_tuned_validation_lightgbm_microgrid_load_4h_trials1_seed20260607,20260607.0,full_day,0.0854106578442145,p3_4bc_confirmed,model_native,supervised_full_train_refit,True,True,full_train_refit_before_test_once,data/energy_tsfm_formal_windows/p3_target_pure_v0_codex_20260514/subset_manifest.json,test,False,True,False,True,36.0,36.0,python,,,,,,False,python scripts/run_p5_main_test_once.py --model lightgbm --domain microgrid_load --horizon 4h --config-source config/routes/lightgbm_microgrid_load_4h.json --subset-manifest data/energy_tsfm_formal_windows/p3_target_pure_v0_codex_20260514/subset_manifest.json --split test --full-train-refit --run-id p5_lightgbm_microgrid_load_4h_codex_locked --lightgbm-n-jobs 36,P5-pre executable lock only; no test access and no P5 metric claim.,,,,,,,,,,,,,,,
p3_4by_lightgbm_provincial_load_24h,non_tsfm,lightgbm,lightgbm,provincial_load,24h,strong_baseline,True,p3_4bc_full_validation_confirmation,config/routes/lightgbm_provincial_load_24h.json,,p3_4_formal_tuned_validation_lightgbm_provincial_load_24h_trials1_seed20260610,20260610.0,full_day,0.0428014527960952,p3_4bc_confirmed,model_native,supervised_full_train_refit,True,True,full_train_refit_before_test_once,data/energy_tsfm_formal_windows/p3_target_pure_v0_codex_20260514/subset_manifest.json,test,False,True,False,True,36.0,36.0,python,,,,,,False,python scripts/run_p5_main_test_once.py --model lightgbm --domain provincial_load --horizon 24h --config-source config/routes/lightgbm_provincial_load_24h.json --subset-manifest data/energy_tsfm_formal_windows/p3_target_pure_v0_codex_20260514/subset_manifest.json --split test --full-train-refit --run-id p5_lightgbm_provincial_load_24h_codex_locked --lightgbm-n-jobs 36,P5-pre executable lock only; no test access and no P5 metric claim.,,,,,,,,,,,,,,,
p3_4by_lightgbm_provincial_load_4h,non_tsfm,lightgbm,lightgbm,provincial_load,4h,strong_baseline,True,p3_4j_validation_shortlist,config/routes/lightgbm_provincial_load_4h.json,,p3_4_formal_tuned_validation_lightgbm_provincial_load_4h_trials1_seed20260609,20260609.0,full_day,0.0272413242663699,p3_4j_locked,model_native,supervised_full_train_refit,True,True,full_train_refit_before_test_once,data/energy_tsfm_formal_windows/p3_target_pure_v0_codex_20260514/subset_manifest.json,test,False,True,False,True,36.0,36.0,python,,,,,,False,python scripts/run_p5_main_test_once.py --model lightgbm --domain provincial_load --horizon 4h --config-source config/routes/lightgbm_provincial_load_4h.json --subset-manifest data/energy_tsfm_formal_windows/p3_target_pure_v0_codex_20260514/subset_manifest.json --split test --full-train-refit --run-id p5_lightgbm_provincial_load_4h_codex_locked --lightgbm-n-jobs 36,P5-pre executable lock only; no test access and no P5 metric claim.,,,,,,,,,,,,,,,
p3_4by_nbeatsx_aidc_power_optional_24h,non_tsfm,nbeatsx,nbeatsx,aidc_power_optional,24h,strong_baseline,True,p3_4bc_full_validation_confirmation,config/routes/nbeatsx_aidc_power_optional_24h.json,,p3_4_formal_tuned_validation_nbeatsx_aidc_power_optional_24h_trials1_seed20260622,20260622.0,full_day,0.1354587077866751,p3_4bc_confirmed,model_native,supervised_full_train_refit,False,True,full_train_refit_before_test_once,data/energy_tsfm_formal_windows/p3_target_pure_v0_codex_20260514/subset_manifest.json,test,False,True,True,False,,,python,,,,108027276.0,,False,python scripts/run_p5_main_test_once.py --model nbeatsx --domain aidc_power_optional --horizon 24h --config-source config/routes/nbeatsx_aidc_power_optional_24h.json --subset-manifest data/energy_tsfm_formal_windows/p3_target_pure_v0_codex_20260514/subset_manifest.json --split test --full-train-refit --run-id p5_nbeatsx_aidc_power_optional_24h_codex_locked --device cuda,P5-pre executable lock only; no test access and no P5 metric claim.,,,,,,,,,,,,,,,
p3_4by_nbeatsx_aidc_power_optional_4h,non_tsfm,nbeatsx,nbeatsx,aidc_power_optional,4h,strong_baseline,True,p3_4bc_full_validation_confirmation,config/routes/nbeatsx_aidc_power_optional_4h.json,,p3_4_formal_tuned_validation_nbeatsx_aidc_power_optional_4h_trials1_seed20260621,20260621.0,full_day,0.1163804301105482,p3_4bc_confirmed,model_native,supervised_full_train_refit,False,True,full_train_refit_before_test_once,data/energy_tsfm_formal_windows/p3_target_pure_v0_codex_20260514/subset_manifest.json,test,False,True,True,False,,,python,,,,303735852.0,,False,python scripts/run_p5_main_test_once.py --model nbeatsx --domain aidc_power_optional --horizon 4h --config-source config/routes/nbeatsx_aidc_power_optional_4h.json --subset-manifest data/energy_tsfm_formal_windows/p3_target_pure_v0_codex_20260514/subset_manifest.json --split test --full-train-refit --run-id p5_nbeatsx_aidc_power_optional_4h_codex_locked --device cuda,P5-pre executable lock only; no test access and no P5 metric claim.,,,,,,,,,,,,,,,
p3_4by_nbeatsx_aluminum_load_24h,non_tsfm,nbeatsx,nbeatsx,aluminum_load,24h,strong_baseline,True,p3_4bc_full_validation_confirmation,config/routes/nbeatsx_aluminum_load_24h.json,,p3_4_formal_tuned_validation_nbeatsx_aluminum_load_24h_trials1_seed20260624,20260624.0,full_day,0.0012426222422649,p3_4bc_confirmed,model_native,supervised_full_train_refit,False,True,full_train_refit_before_test_once,data/energy_tsfm_formal_windows/p3_target_pure_v0_codex_20260514/subset_manifest.json,test,False,True,True,False,,,python,,,,41629068.0,,False,python scripts/run_p5_main_test_once.py --model nbeatsx --domain aluminum_load --horizon 24h --config-source config/routes/nbeatsx_aluminum_load_24h.json --subset-manifest data/energy_tsfm_formal_windows/p3_target_pure_v0_codex_20260514/subset_manifest.json --split test --full-train-refit --run-id p5_nbeatsx_aluminum_load_24h_codex_locked --device cuda,P5-pre executable lock only; no test access and no P5 metric claim.,,,,,,,,,,,,,,,
p3_4by_nbeatsx_aluminum_load_4h,non_tsfm,nbeatsx,nbeatsx,aluminum_load,4h,strong_baseline,True,p3_4j_validation_shortlist,config/routes/nbeatsx_aluminum_load_4h.json,,p3_4_formal_tuned_validation_nbeatsx_aluminum_load_4h_trials1_seed20260623,20260623.0,full_day,0.0012787272479796,p3_4j_locked,model_native,supervised_full_train_refit,False,True,full_train_refit_before_test_once,data/energy_tsfm_formal_windows/p3_target_pure_v0_codex_20260514/subset_manifest.json,test,False,True,True,False,,,python,,,,207209160.0,,False,python scripts/run_p5_main_test_once.py --model nbeatsx --domain aluminum_load --horizon 4h --config-source config/routes/nbeatsx_aluminum_load_4h.json --subset-manifest data/energy_tsfm_formal_windows/p3_target_pure_v0_codex_20260514/subset_manifest.json --split test --full-train-refit --run-id p5_nbeatsx_aluminum_load_4h_codex_locked --device cuda,P5-pre executable lock only; no test access and no P5 metric claim.,,,,,,,,,,,,,,,
p3_4by_nbeatsx_arena_pv_24h,non_tsfm,nbeatsx,nbeatsx,arena_pv,24h,strong_baseline,True,p3_4bc_full_validation_confirmation,config/routes/nbeatsx_arena_pv_24h.json,,p3_4_formal_tuned_validation_nbeatsx_arena_pv_24h_trials1_seed20260626,20260626.0,full_day,0.473575993338244,p3_4bc_confirmed,model_native,supervised_full_train_refit,False,True,full_train_refit_before_test_once,data/energy_tsfm_formal_windows/p3_target_pure_v0_codex_20260514/subset_manifest.json,test,False,True,True,False,,,python,,,,39859596.0,,False,python scripts/run_p5_main_test_once.py --model nbeatsx --domain arena_pv --horizon 24h --config-source config/routes/nbeatsx_arena_pv_24h.json --subset-manifest data/energy_tsfm_formal_windows/p3_target_pure_v0_codex_20260514/subset_manifest.json --split test --full-train-refit --run-id p5_nbeatsx_arena_pv_24h_codex_locked --device cuda,P5-pre executable lock only; no test access and no P5 metric claim.,,,,,,,,,,,,,,,
p3_4by_nbeatsx_arena_pv_4h,non_tsfm,nbeatsx,nbeatsx,arena_pv,4h,strong_baseline,True,p3_4bc_full_validation_confirmation,config/routes/nbeatsx_arena_pv_4h.json,,p3_4_formal_tuned_validation_nbeatsx_arena_pv_4h_trials1_seed20260625,20260625.0,full_day,0.3250299474565841,p3_4bc_confirmed,model_native,supervised_full_train_refit,False,True,full_train_refit_before_test_once,data/energy_tsfm_formal_windows/p3_target_pure_v0_codex_20260514/subset_manifest.json,test,False,True,True,False,,,python,,,,63496904.0,,False,python scripts/run_p5_main_test_once.py --model nbeatsx --domain arena_pv --horizon 4h --config-source config/routes/nbeatsx_arena_pv_4h.json --subset-manifest data/energy_tsfm_formal_windows/p3_target_pure_v0_codex_20260514/subset_manifest.json --split test --full-train-refit --run-id p5_nbeatsx_arena_pv_4h_codex_locked --device cuda,P5-pre executable lock only; no test access and no P5 metric claim.,,,,,,,,,,,,,,,
p3_4by_nbeatsx_microgrid_load_24h,non_tsfm,nbeatsx,nbeatsx,microgrid_load,24h,strong_baseline,True,p3_4j_validation_shortlist,config/routes/nbeatsx_microgrid_load_24h.json,,p3_4_formal_tuned_validation_nbeatsx_microgrid_load_24h_trials1_seed20260628,20260628.0,full_day,0.2754075286564595,p3_4j_locked,model_native,supervised_full_train_refit,False,True,full_train_refit_before_test_once,data/energy_tsfm_formal_windows/p3_target_pure_v0_codex_20260514/subset_manifest.json,test,False,True,True,False,,,python,,,,257281416.0,,False,python scripts/run_p5_main_test_once.py --model nbeatsx --domain microgrid_load --horizon 24h --config-source config/routes/nbeatsx_microgrid_load_24h.json --subset-manifest data/energy_tsfm_formal_windows/p3_target_pure_v0_codex_20260514/subset_manifest.json --split test --full-train-refit --run-id p5_nbeatsx_microgrid_load_24h_codex_locked --device cuda,P5-pre executable lock only; no test access and no P5 metric claim.,,,,,,,,,,,,,,,
p3_4by_nbeatsx_microgrid_load_4h,non_tsfm,nbeatsx,nbeatsx,microgrid_load,4h,strong_baseline,True,p3_4j_validation_shortlist,config/routes/nbeatsx_microgrid_load_4h.json,,p3_4_formal_tuned_validation_nbeatsx_microgrid_load_4h_trials1_seed20260627,20260627.0,full_day,0.147426378166769,p3_4j_locked,model_native,supervised_full_train_refit,False,True,full_train_refit_before_test_once,data/energy_tsfm_formal_windows/p3_target_pure_v0_codex_20260514/subset_manifest.json,test,False,True,True,False,,,python,,,,231719976.0,,False,python scripts/run_p5_main_test_once.py --model nbeatsx --domain microgrid_load --horizon 4h --config-source config/routes/nbeatsx_microgrid_load_4h.json --subset-manifest data/energy_tsfm_formal_windows/p3_target_pure_v0_codex_20260514/subset_manifest.json --split test --full-train-refit --run-id p5_nbeatsx_microgrid_load_4h_codex_locked --device cuda,P5-pre executable lock only; no test access and no P5 metric claim.,,,,,,,,,,,,,,,
p3_4by_nbeatsx_provincial_load_24h,non_tsfm,nbeatsx,nbeatsx,provincial_load,24h,strong_baseline,True,p3_4j_validation_shortlist,config/routes/nbeatsx_provincial_load_24h.json,,p3_4_formal_tuned_validation_nbeatsx_provincial_load_24h_trials1_seed20260630,20260630.0,full_day,0.2237287854762983,p3_4j_locked,model_native,supervised_full_train_refit,False,True,full_train_refit_before_test_once,data/energy_tsfm_formal_windows/p3_target_pure_v0_codex_20260514/subset_manifest.json,test,False,True,True,False,,,python,,,,115105164.0,,False,python scripts/run_p5_main_test_once.py --model nbeatsx --domain provincial_load --horizon 24h --config-source config/routes/nbeatsx_provincial_load_24h.json --subset-manifest data/energy_tsfm_formal_windows/p3_target_pure_v0_codex_20260514/subset_manifest.json --split test --full-train-refit --run-id p5_nbeatsx_provincial_load_24h_codex_locked --device cuda,P5-pre executable lock only; no test access and no P5 metric claim.,,,,,,,,,,,,,,,
p3_4by_nbeatsx_provincial_load_4h,non_tsfm,nbeatsx,nbeatsx,provincial_load,4h,strong_baseline,True,p3_4j_validation_shortlist,config/routes/nbeatsx_provincial_load_4h.json,,p3_4_formal_tuned_validation_nbeatsx_provincial_load_4h_trials1_seed20260629,20260629.0,full_day,0.0973544166033129,p3_4j_locked,model_native,supervised_full_train_refit,False,True,full_train_refit_before_test_once,data/energy_tsfm_formal_windows/p3_target_pure_v0_codex_20260514/subset_manifest.json,test,False,True,True,False,,,python,,,,211927752.0,,False,python scripts/run_p5_main_test_once.py --model nbeatsx --domain provincial_load --horizon 4h --config-source config/routes/nbeatsx_provincial_load_4h.json --subset-manifest data/energy_tsfm_formal_windows/p3_target_pure_v0_codex_20260514/subset_manifest.json --split test --full-train-refit --run-id p5_nbeatsx_provincial_load_4h_codex_locked --device cuda,P5-pre executable lock only; no test access and no P5 metric claim.,,,,,,,,,,,,,,,
p3_4by_chronos2_hidden_adapter_aidc_power_optional_24h,tsfm,chronos2,chronos2_covariate_aware_hidden_adapter_p3_4bs,aidc_power_optional,24h,primary_h1_tsfm_adapter,True,p3_4bx_full_validation_confirmation,config/routes/chronos2_covariate_aware_hidden_adapter_p3_4bs_aidc_power_optional_24h.json,data/energy_tsfm_tuning/p3_4bx_tsfm_full_validation_confirmation_v0_codex_20260517/p3_4bx_chronos2_full_validation_metric_summary.csv,p3_4bv_chronos2_hidden_adapter_aidc_power_optional_24h_energy_base_stride4full_codex_20260517_chronos_b64_e5_fastcache1,,full_day,0.1401797940982339,selected_hidden_adapter,energy_base,frozen_backbone_hidden_adapter,False,True,full_train_hidden_adapter_before_test_once,data/energy_tsfm_formal_windows/p3_target_pure_v0_codex_20260514/subset_manifest.json,test,False,True,True,False,,,python,5.0,64.0,64.0,,,False,python scripts/run_p5_main_test_once.py --model chronos2 --route chronos2_covariate_aware_hidden_adapter_p3_4bs --domain aidc_power_optional --horizon 24h --condition-feature-mode energy_base --subset-manifest data/energy_tsfm_formal_windows/p3_target_pure_v0_codex_20260514/subset_manifest.json --split test --full-train-refit --epochs 5 --batch-size 64 --eval-batch-size 64 --adapter-bottleneck 16 --adapter-dropout 0.05 --learning-rate 0.0001 --weight-decay 0.0001 --gradient-clip 1.0 --device cuda --run-id p5_chronos2_hidden_adapter_aidc_power_optional_24h_codex_locked,Chronos-2 P5-pre hidden-adapter lock; final claim awaits test-once.,,,,0.0001,p5_chronos2_hidden_adapter_aidc_power_optional_24h_codex_locked,16.0,0.05,0.0001,1.0,not_covered_by_six_cell_train4096_screen; P5_formal_must_remain_full_train_refit,,,,unchanged_not_in_train4096_screen,results/energy_tsfm_tuning/p5post_chronos2_adapter_train_budget_seed_v0_codex_20260519
p3_4by_chronos2_hidden_adapter_aidc_power_optional_4h,tsfm,chronos2,chronos2_covariate_aware_hidden_adapter_p3_4bs,aidc_power_optional,4h,primary_h1_tsfm_adapter,True,p3_4bx_full_validation_confirmation,config/routes/chronos2_covariate_aware_hidden_adapter_p3_4bs_aidc_power_optional_4h.json,data/energy_tsfm_tuning/p3_4bx_tsfm_full_validation_confirmation_v0_codex_20260517/p3_4bx_chronos2_full_validation_metric_summary.csv,p3_4bv_chronos2_hidden_adapter_aidc_power_optional_4h_energy_base_stride4full_codex_20260517_chronos_b64_e5_fastcache1,,full_day,0.0828849558310974,selected_hidden_adapter,energy_base,frozen_backbone_hidden_adapter,False,True,full_train_hidden_adapter_before_test_once,data/energy_tsfm_formal_windows/p3_target_pure_v0_codex_20260514/subset_manifest.json,test,False,True,True,False,,,python,5.0,64.0,64.0,,,False,python scripts/run_p5_main_test_once.py --model chronos2 --route chronos2_covariate_aware_hidden_adapter_p3_4bs --domain aidc_power_optional --horizon 4h --condition-feature-mode energy_base --subset-manifest data/energy_tsfm_formal_windows/p3_target_pure_v0_codex_20260514/subset_manifest.json --split test --full-train-refit --epochs 5 --batch-size 64 --eval-batch-size 64 --adapter-bottleneck 16 --adapter-dropout 0.05 --learning-rate 0.0001 --weight-decay 0.0001 --gradient-clip 1.0 --device cuda --run-id p5_chronos2_hidden_adapter_aidc_power_optional_4h_codex_locked,Chronos-2 P5-pre hidden-adapter lock; final claim awaits test-once.,,,,0.0001,p5_chronos2_hidden_adapter_aidc_power_optional_4h_codex_locked,16.0,0.05,0.0001,1.0,not_covered_by_six_cell_train4096_screen; P5_formal_must_remain_full_train_refit,,,,unchanged_not_in_train4096_screen,results/energy_tsfm_tuning/p5post_chronos2_adapter_train_budget_seed_v0_codex_20260519
p3_4cl_chronos2_hidden_adapter_aluminum_load_24h,tsfm,chronos2,chronos2_covariate_aware_hidden_adapter_p3_4bs,aluminum_load,24h,primary_h1_tsfm_hidden_adapter_aluminum_topup_promoted,True,p3_4ck_chronos2_aluminum_topup,config/routes/chronos2_covariate_aware_hidden_adapter_p3_4bs_aluminum_load_24h.json,data/energy_tsfm_tuning/p3_4ck_chronos2_aluminum_topup_v0_codex_20260517/p3_4ck_chronos2_aluminum_topup_summary.csv,p3_4ck_chronos2_aluminum_load_24h_energy_base_full_codex_20260517_b64_e12_lr3e5_b64,,full_day,0.0008968417458648,b64_e12_lr3e-5,energy_base,frozen_backbone_hidden_adapter,False,True,full_train_hidden_adapter_before_test_once,data/energy_tsfm_formal_windows/p3_target_pure_v0_codex_20260514/subset_manifest.json,test,False,True,True,False,,,python,12.0,64.0,64.0,119635936.0,158272.0,False,python scripts/run_p5_main_test_once.py --model chronos2 --route chronos2_covariate_aware_hidden_adapter_p3_4bs --domain aluminum_load --horizon 24h --condition-feature-mode energy_base --subset-manifest data/energy_tsfm_formal_windows/p3_target_pure_v0_codex_20260514/subset_manifest.json --split test --full-train-refit --epochs 12 --batch-size 64 --eval-batch-size 64 --adapter-bottleneck 64 --adapter-dropout 0.05 --learning-rate 3e-05 --weight-decay 0.0001 --gradient-clip 1.0 --device cuda --run-id p5_chronos2_hidden_adapter_aluminum_load_24h_codex_locked,Chronos-2 aluminum hidden-adapter top-up promoted by validation only; final claim awaits explicit P5 test-once.,,,,3e-05,p5_chronos2_hidden_adapter_aluminum_load_24h_codex_locked,64.0,0.05,0.0001,1.0,train4096_multi_seed_validation_supports_large-budget_adapter; P5_formal_must_remain_full_train_refit,0.0010468704848009,0.0010453034472946,20260520,keep_current_lock_stronger_than_controlled_train4096,results/energy_tsfm_tuning/p5post_chronos2_adapter_train_budget_seed_v0_codex_20260519
p3_4cl_chronos2_hidden_adapter_aluminum_load_4h,tsfm,chronos2,chronos2_covariate_aware_hidden_adapter_p3_4bs,aluminum_load,4h,primary_h1_tsfm_hidden_adapter_aluminum_topup_promoted,True,p3_4ck_chronos2_aluminum_topup,config/routes/chronos2_covariate_aware_hidden_adapter_p3_4bs_aluminum_load_4h.json,data/energy_tsfm_tuning/p3_4ck_chronos2_aluminum_topup_v0_codex_20260517/p3_4ck_chronos2_aluminum_topup_summary.csv,p3_4ck_chronos2_aluminum_load_4h_target_recent_full_codex_20260517_b64_e12_lr3e5_b64,,full_day,0.0006786238427206,b64_e12_lr3e-5,target_recent,frozen_backbone_hidden_adapter,False,True,full_train_hidden_adapter_before_test_once,data/energy_tsfm_formal_windows/p3_target_pure_v0_codex_20260514/subset_manifest.json,test,False,True,True,False,,,python,12.0,64.0,64.0,119815648.0,337984.0,False,python scripts/run_p5_main_test_once.py --model chronos2 --route chronos2_covariate_aware_hidden_adapter_p3_4bs --domain aluminum_load --horizon 4h --condition-feature-mode target_recent --subset-manifest data/energy_tsfm_formal_windows/p3_target_pure_v0_codex_20260514/subset_manifest.json --split test --full-train-refit --epochs 12 --batch-size 64 --eval-batch-size 64 --adapter-bottleneck 64 --adapter-dropout 0.05 --learning-rate 3e-05 --weight-decay 0.0001 --gradient-clip 1.0 --device cuda --run-id p5_chronos2_hidden_adapter_aluminum_load_4h_codex_locked,Chronos-2 aluminum hidden-adapter top-up promoted by validation only; final claim awaits explicit P5 test-once.,,,,3e-05,p5_chronos2_hidden_adapter_aluminum_load_4h_codex_locked,64.0,0.05,0.0001,1.0,train4096_multi_seed_validation_supports_large-budget_adapter; P5_formal_must_remain_full_train_refit,0.0008103506823818,0.0008076206613651,20260520,keep_current_lock_stronger_than_controlled_train4096,results/energy_tsfm_tuning/p5post_chronos2_adapter_train_budget_seed_v0_codex_20260519
